,STNID,min,min_05,max_95,max,Latitude,Longitude,Name,FIPS_COUNTY,COUNTY_NAME,AVG_WEEKLY_WAGE
4306,USC00318380,31.1,32.150000000000006,87.65,88.9,34.4478,-77.5739,SURF CITY,37141,"Pender County, North Carolina",720
4307,USC00319423,33.9,34.9,89.5,90.3,34.6611,-78.0456,WILLARD 4 SW,37141,"Pender County, North Carolina",720
4308,USC00311239,29.4,30.3,88.9,89.5,36.0603,-79.4481,BURLINGTON FIRE STN #5,37001,"Alamance County, North Carolina",809
4309,USC00313919,26.1,28.200000000000003,89.35,90.4,36.0639,-79.3831,HAW RIVER 1E,37001,"Alamance County, North Carolina",809
4310,USW00093783,28.1,28.9,88.3,89.0,36.0467,-79.4769,BURLINGTON ALAMANCE AP,37001,"Alamance County, North Carolina",809
4311,USC00311441,25.2,25.95,82.6,82.9,35.5167,-82.85,CANTON 1 SW,37087,"Haywood County, North Carolina",709
4312,USC00311564,22.2,23.15,79.0,79.6,35.6375,-83.0956,CATALOOCHEE,37087,"Haywood County, North Carolina",709
4313,USC00319123,28.0,29.15,85.7,86.1,35.7742,-83.0981,WATERVILLE 2,37087,"Haywood County, North Carolina",709
4314,USC00319147,21.7,22.8,81.65,82.1,35.4867,-82.9683,WAYNESVILLE 1 E,37087,"Haywood County, North Carolina",709
4315,USC00311624,23.9,25.1,78.4,79.1,35.8297,-82.1769,CELO 2 S,37199,"Yancey County, North Carolina",713
4316,USC00315923,16.5,17.65,65.6,66.1,35.7586,-82.2711,MT MITCHELL,37199,"Yancey County, North Carolina",713
4317,USC00311677,28.4,29.2,88.4,89.2,35.9086,-79.0794,CHAPEL HILL 2 W,37135,"Orange County, North Carolina",1105
4318,USW00003758,28.2,29.15,87.25,87.9,35.9706,-79.0931,DURHAM 11 W,37135,"Orange County, North Carolina",1105
4319,USW00093785,31.7,32.5,89.3,90.3,35.9333,-79.0642,CHAPEL HILL WILLIAMS AP,37135,"Orange County, North Carolina",1105
4320,USC00311820,27.6,28.4,88.75,89.2,35.6408,-78.4633,CLAYTON WTP,37101,"Johnston County, North Carolina",830
4321,USC00317994,29.7,30.5,88.25,89.3,35.5164,-78.3458,SMITHFIELD,37101,"Johnston County, North Carolina",830
4322,USC00311881,31.0,32.0,89.3,90.1,35.0247,-78.2758,CLINTON 2 NE,37163,"Sampson County, North Carolina",754
4323,USC00311949,30.3,31.4,86.9,88.0,35.7108,-76.1269,COLUMBIA AG GUM NECK,37177,"Tyrrell County, North Carolina",664
4324,USC00311975,28.3,29.15,90.25,91.0,35.4111,-80.5833,CONCORD,37025,"Cabarrus County, North Carolina",822
4325,USC00312102,22.9,24.55,84.65,85.1,35.0592,-83.4314,COWEETA EXP STN,37113,"Macon County, North Carolina",653
4326,USC00313228,22.9,24.05,83.6,83.9,35.1803,-83.3928,FRANKLIN,37113,"Macon County, North Carolina",653
4327,USC00314055,23.9,25.1,78.8,79.5,35.0567,-83.1983,HIGHLANDS,37113,"Macon County, North Carolina",653
4328,USC00312200,23.9,25.15,84.45,85.0,35.3117,-83.1747,CULLOWHEE,37099,"Jackson County, North Carolina",695
4329,USC00312238,24.1,24.7,87.1,87.9,36.4147,-80.2169,DANBURY,37169,"Stokes County, North Carolina",640
4330,USC00312500,29.4,30.45,88.75,89.5,35.3247,-78.6881,DUNN 4 NW,37085,"Harnett County, North Carolina",689
4331,USC00312515,26.8,27.7,86.6,87.3,36.0425,-78.9625,DURHAM,37063,"Durham County, North Carolina",1482
4332,USC00312560,29.9,30.7,88.55,89.6,34.3992,-78.3158,EAST ARCADIA 2 NE,37017,"Bladen County, North Carolina",727
4333,USC00312732,30.5,31.5,89.35,90.5,34.6044,-78.6481,ELIZABETHTOWN 3 SW,37017,"Bladen County, North Carolina",727
4334,USC00312635,33.7,34.55,87.4,88.5,36.0164,-76.5517,EDENTON,37041,"Chowan County, North Carolina",688
4335,USC00312719,31.3,32.05,88.5,89.5,36.3097,-76.205,ELIZABETH CITY,37139,"Pasquotank County, North Carolina",718
4336,USW00013786,31.4,32.8,87.2,87.6,36.2606,-76.175,ELIZABETH CITY CGAS,37139,"Pasquotank County, North Carolina",718
4337,USC00312940,26.4,27.45,89.2,90.3,35.5358,-76.312,FAIRFIELD,37095,"Hyde County, North Carolina",662
4338,USC00316349,37.8,38.45,85.1,86.1,35.1075,-75.9872,OCRACOKE,37095,"Hyde County, North Carolina",662
4339,USC00313017,30.3,31.15,89.5,90.6,35.0583,-78.8583,FAYETTEVILLE PWC,37051,"Cumberland County, North Carolina",840
4340,USW00013714,32.1,33.4,90.1,90.9,35.1739,-79.0089,POPE AFB,37051,"Cumberland County, North Carolina",840
4341,USW00093740,32.8,33.7,90.6,91.4,34.9914,-78.8803,FAYETTEVILLE RGNL AP,37051,"Cumberland County, North Carolina",840
4342,USC00313106,24.6,25.75,83.6,83.9,35.4267,-82.5575,FLETCHER 3 W,37089,"Henderson County, North Carolina",764
4343,USC00313976,26.6,27.95,83.75,84.5,35.3297,-82.4492,HENDERSONVILLE 1 NE,37089,"Henderson County, North Carolina",764
4344,USW00053878,24.2,25.2,82.2,82.5,35.4186,-82.5567,ASHEVILLE 13 S,37089,"Henderson County, North Carolina",764
4345,USC00313150,28.3,29.45,87.35,88.2,35.2653,-81.9311,FOREST CITY 6 SW,37161,"Rutherford County, North Carolina",713
4346,USC00313152,23.6,25.35,88.2,89.2,35.3125,-81.9889,FOREST CITY 8 W,37161,"Rutherford County, North Carolina",713
4347,USC00313356,28.9,30.1,88.95,89.7,35.2656,-81.1433,GASTONIA,37071,"Gaston County, North Carolina",798
4348,USW00053870,28.9,30.0,88.35,89.5,35.1967,-81.1558,GASTONIA MUNI AP,37071,"Gaston County, North Carolina",798
4349,USC00313638,31.8,32.6,89.3,90.1,35.64,-77.3983,GREENVILLE,37147,"Pitt County, North Carolina",897
4350,USC00313784,29.3,30.2,90.75,91.8,34.8872,-79.6922,HAMLET,37153,"Richmond County, North Carolina",683
4351,USC00313921,24.2,25.75,83.3,83.7,35.0533,-83.825,HAYESVILLE 1 SW,37043,"Clay County, North Carolina",632
4352,USC00313969,24.2,25.0,88.45,89.5,36.3481,-78.4119,HENDERSON 2 NNW,37181,"Vance County, North Carolina",709
4353,USC00314063,29.9,31.0,89.3,89.8,35.9672,-79.9722,HIGH POINT,37081,"Guilford County, North Carolina",959
4354,USW00013723,29.2,30.25,87.3,88.1,36.0969,-79.9433,PIEDMONT TRIAD INTL AP,37081,"Guilford County, North Carolina",959
4355,USC00314144,30.1,31.3,87.1,87.9,34.8358,-77.3031,HOFMANN FOREST,37133,"Onslow County, North Carolina",673
4356,USC00314471,30.8,31.3,89.4,90.2,34.7967,-77.4008,JACKSONVILLE EOC,37133,"Onslow County, North Carolina",673
4357,USC00316422,29.2,30.1,89.05,90.2,34.925,-77.5114,RICHLANDS,37133,"Onslow County, North Carolina",673
4358,USW00093727,34.1,35.150000000000006,89.05,89.9,34.7,-77.3833,NEW RIVER MCAF,37133,"Onslow County, North Carolina",673
4359,USC00314260,27.3,28.2,86.55,87.1,35.895,-82.8311,HOT SPRINGS,37115,"Madison County, North Carolina",666
4360,USC00315356,22.2,23.35,84.6,84.9,35.8036,-82.6658,MARSHALL,37115,"Madison County, North Carolina",666
4361,USC00314456,27.6,28.65,88.75,89.7,36.3967,-77.4239,JACKSON,37131,"Northampton County, North Carolina",725
4362,USC00314464,29.9,31.15,88.4,89.2,35.1858,-79.6772,JACKSON SPRINGS 5 WNW,37123,"Montgomery County, North Carolina",722
4363,USC00314496,20.2,21.1,80.95,81.4,36.4161,-81.4286,JEFFERSON 2 E,37009,"Ashe County, North Carolina",699
4364,USC00318694,18.8,19.9,79.3,80.0,36.3919,-81.3039,TRANSOU,37009,"Ashe County, North Carolina",699
4365,USC00314684,30.6,31.4,88.45,89.3,35.1967,-77.5433,KINSTON 7 SE,37107,"Lenoir County, North Carolina",749
4366,USC00314689,34.5,35.4,90.55,91.1,35.2975,-77.5722,KINSTON AG RSCH,37107,"Lenoir County, North Carolina",749
4367,USC00314860,31.4,32.55,90.65,91.5,34.7508,-79.4664,LAURINBURG,37165,"Scotland County, North Carolina",701
4368,USW00093782,31.3,32.55,89.65,90.5,34.7917,-79.3661,LAURINBURG MAXTON AP,37165,"Scotland County, North Carolina",701
4369,USC00314938,25.7,26.65,87.65,88.4,35.915,-81.5378,LENOIR,37027,"Caldwell County, North Carolina",832
4370,USC00314962,29.3,30.4,89.45,90.3,36.1325,-77.1708,LEWISTON,37015,"Bertie County, North Carolina",629
4371,USC00314970,27.8,28.65,88.5,89.2,35.8458,-80.2597,LEXINGTON,37057,"Davidson County, North Carolina",774
4372,USC00314996,28.5,29.35,87.9,88.7,35.4606,-81.3289,LINCOLNTON 4 W,37109,"Lincoln County, North Carolina",827
4373,USC00315116,32.5,33.5,88.45,89.2,34.0103,-78.545,LONGWOOD,37019,"Brunswick County, North Carolina",832
4374,USC00317813,34.9,35.6,88.55,89.9,33.9283,-78.3894,SHALLOTTE AG,37019,"Brunswick County, North Carolina",832
4375,USC00318113,34.0,35.05,90.65,91.4,33.9947,-78.0078,SOUTHPORT 5 N,37019,"Brunswick County, North Carolina",832
4376,USC00315123,25.8,26.6,89.0,89.8,36.1028,-78.3039,LOUISBURG,37069,"Franklin County, North Carolina",815
4377,USC00315175,30.1,31.65,89.5,90.3,34.3903,-79.0022,LUMBER RVR SP,37155,"Robeson County, North Carolina",662
4378,USC00315177,31.6,32.75,89.7,90.7,34.6269,-79.025,LUMBERTON,37155,"Robeson County, North Carolina",662
4379,USW00013776,33.0,33.95,90.05,91.4,34.6081,-79.0592,LUMBERTON MUNI AP,37155,"Robeson County, North Carolina",662
4380,USC00315340,23.3,24.4,89.35,90.2,35.6631,-82.0292,MARION 2 NW,37111,"McDowell County, North Carolina",722
4381,USC00315743,23.0,23.8,88.3,89.0,35.8439,-80.4972,MOCKSVILLE 5SE,37059,"Davie County, North Carolina",722
4382,USC00315771,29.6,30.3,90.1,90.9,34.9797,-80.5233,MONROE 2 SE,37179,"Union County, North Carolina",866
4383,USW00053872,31.8,32.5,89.05,90.4,35.0169,-80.6206,MONROE AP,37179,"Union County, North Carolina",866
4384,USC00315838,26.1,27.2,87.1,87.9,35.7297,-81.6728,MORGANTON,37023,"Burke County, North Carolina",711
4385,USC00315890,23.1,24.0,86.35,86.9,36.4992,-80.6508,MT AIRY 2 W,37171,"Surry County, North Carolina",718
4386,USC00315996,28.2,28.95,86.8,87.6,36.4522,-77.0803,MURFREESBORO,37091,"Hertford County, North Carolina",776
4387,USC00316256,24.9,25.6,86.75,87.6,36.1631,-81.1494,NORTH WILKESBORO,37193,"Wilkes County, North Carolina",707
4388,USC00319555,25.3,26.2,86.8,87.6,36.1308,-81.2275,W KERR SCOTT RSVR,37193,"Wilkes County, North Carolina",707
4389,USC00316507,26.2,27.2,87.25,88.2,36.3,-78.6167,OXFORD 1 E,37077,"Granville County, North Carolina",863
4390,USC00316510,28.1,29.5,88.0,89.1,36.3022,-78.6108,OXFORD AG,37077,"Granville County, North Carolina",863
4391,USC00316676,31.7,32.8,88.75,90.3,35.0558,-77.0858,PERRYTOWN,37049,"Craven County, North Carolina",835
4392,USW00013754,35.1,36.05,87.7,88.4,34.9,-76.8833,CHERRY POINT MCAS,37049,"Craven County, North Carolina",835
4393,USW00093719,33.6,34.55,88.9,89.7,35.0678,-77.0481,NEW BERN CRAVEN CO AP,37049,"Craven County, North Carolina",835
4394,USC00316853,32.9,33.75,88.85,89.6,35.8722,-76.6592,PLYMOUTH 5 E,37187,"Washington County, North Carolina",913
4395,USC00317056,28.7,29.35,88.8,90.2,34.9869,-79.2189,RAEFORD,37093,"Hoke County, North Carolina",672
4396,USC00317202,27.7,28.8,87.05,87.8,36.3825,-79.6947,REIDSVILLE 2 NW,37157,"Rockingham County, North Carolina",680
4397,USC00317319,29.3,30.45,88.5,89.6,36.4783,-77.6717,ROANOKE RAPIDS,37083,"Halifax County, North Carolina",655
4398,USW00093781,31.3,31.6,88.7,90.0,36.4394,-77.7097,ROANOKE RAPIDS AP,37083,"Halifax County, North Carolina",655
4399,USC00317346,23.7,24.45,81.7,82.1,35.3044,-83.8114,ROBBINSVILLE 1 S,37075,"Graham County, North Carolina",631
4400,USC00318492,28.0,29.15,85.9,86.4,35.4478,-83.9389,TAPOCO,37075,"Graham County, North Carolina",631
4401,USC00317516,25.0,25.45,87.5,88.2,36.3464,-78.8858,ROXBORO 7 ESE,37145,"Person County, North Carolina",835
4402,USC00317548,26.1,27.6,86.2,86.7,36.2333,-80.3069,RURAL HALL,37067,"Forsyth County, North Carolina",1060
4403,USW00093807,29.8,30.95,87.7,88.9,36.1336,-80.2222,WINSTON SALEM RYNLDS AP,37067,"Forsyth County, North Carolina",1060
4404,USC00317615,27.3,28.55,88.9,89.6,35.6836,-80.4822,SALISBURY,37159,"Rowan County, North Carolina",895
4405,USC00317618,25.6,26.45,87.5,88.2,35.6967,-80.6228,SALISBURY 9 WNW,37159,"Rowan County, North Carolina",895
4406,USC00317656,29.3,30.15,89.6,90.5,35.5347,-79.0464,SANFORD 8 NE,37105,"Lee County, North Carolina",816
4407,USC00317845,26.6,27.45,89.15,89.9,35.3144,-81.5336,SHELBY 2 NNE,37045,"Cleveland County, North Carolina",800
4408,USC00317924,28.6,29.55,87.7,88.4,35.7606,-79.4622,SILER CITY 2 N,37037,"Chatham County, North Carolina",750
4409,USC00318158,20.6,22.299999999999997,84.5,85.0,36.4819,-81.0931,SPARTA 2 SE,37005,"Alleghany County, North Carolina",615
4410,USC00318292,23.2,24.05,86.65,87.4,35.81,-80.8808,STATESVILLE 2 NNE,37097,"Iredell County, North Carolina",949
4411,USC00318500,28.5,29.4,88.6,89.4,35.8847,-77.5386,TARBORO 1 S,37065,"Edgecombe County, North Carolina",723
4412,USC00318519,30.9,31.6,86.45,87.5,35.9225,-81.1717,TAYLORSVILLE,37003,"Alexander County, North Carolina",676
4413,USC00318744,31.7,32.45,85.6,86.3,35.2058,-82.2517,TRYON,37149,"Polk County, North Carolina",624
4414,USC00318964,28.9,29.95,89.8,90.6,34.9603,-80.0772,WADESBORO,37007,"Anson County, North Carolina",674
4415,USC00319026,29.4,30.2,89.85,90.7,34.72,-77.9778,WALLACE,37061,"Duplin County, North Carolina",712
4416,USC00319081,28.7,29.2,89.2,90.3,35.0128,-78.0044,WARSAW 5 E,37061,"Duplin County, North Carolina",712
4417,USC00319357,31.5,32.0,89.5,90.5,34.4094,-78.7914,WHITEVILLE 7 NW,37047,"Columbus County, North Carolina",698
4418,USC00319440,30.0,31.05,88.15,88.7,35.8528,-77.0306,WILLIAMSTON 1 E,37117,"Martin County, North Carolina",598
4419,USC00319461,33.7,34.75,89.45,90.6,34.1425,-77.8789,WILMINGTON 7 SE,37129,"New Hanover County, North Carolina",908
4420,USC00319467,31.4,32.4,89.9,90.7,34.3208,-77.9206,WILMINGTON 7 N,37129,"New Hanover County, North Carolina",908
4421,USW00013748,35.3,36.2,89.0,89.9,34.2675,-77.8997,WILMINGTON INTL AP,37129,"New Hanover County, North Carolina",908
4422,USC00319476,31.1,31.95,89.6,90.6,35.6939,-77.9456,WILSON 3 SW,37195,"Wilson County, North Carolina",933
4423,USC00319675,24.9,25.7,86.45,87.2,36.1306,-80.5481,YADKINVILLE 6 E,37197,"Yadkin County, North Carolina",680
4424,USC00319704,28.1,28.5,88.35,89.7,36.3783,-79.2544,YANCEYVILLE 4 SE,37033,"Caswell County, North Carolina",689
4425,USC00320127,2.7,4.15,84.55,86.9,46.7253,-101.505,ALMONT,38059,"Morton County, North Dakota",868
4426,USC00321052,0.9,2.0,85.35,87.5,46.3797,-100.9408,BREIEN,38059,"Morton County, North Dakota",868
4427,USC00323004,1.8,3.3499999999999996,83.6,85.6,46.4581,-101.2,FLASHER,38059,"Morton County, North Dakota",868
4428,USC00324102,3.1,4.5,82.1,85.4,46.9028,-102.0478,HEBRON,38059,"Morton County, North Dakota",868
4429,USC00325479,2.1,3.75,82.5,84.5,46.8128,-100.9097,MANDAN EXP STN,38059,"Morton County, North Dakota",868
4430,USC00326365,1.7,2.75,82.05,84.1,46.8925,-101.4897,NEW SALEM 5NW,38059,"Morton County, North Dakota",868
4431,USC00320209,5.7,7.15,85.65,87.9,46.4819,-103.3222,AMIDON,38087,"Slope County, North Dakota",1328
4432,USC00320382,1.1,3.1,82.35,84.1,46.0406,-99.3742,ASHLEY,38051,"McIntosh County, North Dakota",694
4433,USC00329515,0.8,2.9,80.45,81.8,46.2608,-99.56,WISHEK,38051,"McIntosh County, North Dakota",694
4434,USC00320590,6.7,8.55,83.6,86.0,46.9283,-104.0158,BEACH,38033,"Golden Valley County, North Dakota",665
4435,USC00328812,6.2,7.6,84.65,87.0,47.2842,-103.9006,TROTTERS 3 SSE,38033,"Golden Valley County, North Dakota",665
4436,USC00320626,-6.8,-5.25,77.9,79.1,48.8411,-99.7508,BELCOURT KEYA RADIO,38079,"Rolette County, North Dakota",775
4437,USC00327655,-6.3,-4.55,80.35,81.7,48.6297,-99.8069,ROLETTE 3SE,38079,"Rolette County, North Dakota",775
4438,USC00327664,-3.7,-2.3,74.9,76.7,48.8811,-99.5861,ROLLA 1NE,38079,"Rolette County, North Dakota",775
4439,USC00320766,2.3,3.95,85.45,87.9,47.2622,-101.7906,BEULAH 1 W,38057,"Mercer County, North Dakota",1463
4440,USC00320767,1.7,3.3,83.35,85.4,47.2947,-101.8186,BEULAH 2NW,38057,"Mercer County, North Dakota",1463
4441,USC00320817,1.6,3.3499999999999996,82.19999999999999,84.2,46.8339,-100.7969,BISMARCK 2.4 NNW,38015,"Burleigh County, North Dakota",1007
4442,USC00326015,1.6,3.55,84.95,86.6,46.6706,-100.2294,MOFFIT 3 SE,38015,"Burleigh County, North Dakota",1007
4443,USW00024011,1.7,3.5,84.0,86.2,46.7708,-100.7603,BISMARCK,38015,"Burleigh County, North Dakota",1007
4444,USC00320941,-4.6,-2.95,79.45,81.1,48.8217,-100.4525,BOTTINEAU,38009,"Bottineau County, North Dakota",828
4445,USC00329333,-2.5,-0.75,81.75,83.7,48.9097,-101.0192,WESTHOPE,38009,"Bottineau County, North Dakota",828
4446,USC00329445,-6.6,-4.4,80.05,82.1,48.6061,-100.2911,WILLOW CITY,38009,"Bottineau County, North Dakota",828
4447,USC00320961,-0.6,0.75,79.9,82.1,48.7994,-102.2464,BOWBELLS,38013,"Burke County, North Dakota",1037
4448,USC00327281,-3.5,-1.7999999999999998,79.45,81.6,48.5722,-102.6467,POWERS LAKE 1N,38013,"Burke County, North Dakota",1037
4449,USW00094084,-4.9,-1.8,79.6,81.5,48.9675,-102.1703,NORTHGATE 5 ESE,38013,"Burke County, North Dakota",1037
4450,USC00320995,6.3,7.35,82.85,85.0,46.1825,-103.4061,BOWMAN,38011,"Bowman County, North Dakota",873
4451,USC00321225,0.6,2.2,82.19999999999999,84.7,47.7947,-100.5847,BUTTE 5SE,38083,"Sheridan County, North Dakota",491
4452,USC00325710,1.7,3.3,83.4,85.4,47.4825,-100.4444,MC CLUSKY,38083,"Sheridan County, North Dakota",491
4453,USC00321360,-1.1,0.8500000000000001,79.25,80.9,47.4494,-99.1294,CARRINGTON,38031,"Foster County, North Dakota",867
4454,USC00321362,-1.9,-0.25,81.6,83.2,47.5089,-99.1211,CARRINGTON 4 N,38031,"Foster County, North Dakota",867
4455,USC00325730,-2.2,-0.2,81.05,82.8,47.5808,-98.6422,MC HENRY 3W,38031,"Foster County, North Dakota",867
4456,USC00321370,3.5,4.6,82.45,84.5,46.425,-101.5742,CARSON,38037,"Grant County, North Dakota",647
4457,USC00324091,2.6,3.95,83.55,85.9,46.5917,-101.8075,HEART BUTTE DAM,38037,"Grant County, North Dakota",647
4458,USC00327311,5.7,6.6,84.95,87.0,46.1758,-101.8561,PRETTY ROCK,38037,"Grant County, North Dakota",647
4459,USC00321408,-2.4,-0.05,81.95,83.5,46.8769,-97.2328,CASSELTON AGRONOMY FM,38017,"Cass County, North Dakota",985
4460,USW00014914,-0.5,1.85,82.0,83.2,46.9253,-96.8111,FARGO HECTOR INTL AP,38017,"Cass County, North Dakota",985
4461,USC00321435,-5.4,-3.25,78.05,79.2,48.8628,-97.7014,CAVALIER 7NW,38067,"Pembina County, North Dakota",815
4462,USW00014924,-6.2,-4.05,78.15,79.3,48.9711,-97.2417,PEMBINA,38067,"Pembina County, North Dakota",815
4463,USC00321456,4.1,5.65,83.30000000000001,85.3,47.0644,-101.2119,CENTER 4SE,38065,"Oliver County, North Dakota",1509
4464,USC00321686,-5.3,-3.2,82.5,83.9,47.2428,-97.6561,COLGATE,38091,"Steele County, North Dakota",937
4465,USC00327986,-2.3,-0.5,78.45,79.9,47.5983,-97.9,SHARON,38091,"Steele County, North Dakota",937
4466,USC00321766,-3.7,-1.75,79.65,81.0,47.405,-98.0381,COOPERSTOWN,38039,"Griggs County, North Dakota",695
4467,USC00321871,0.7,2.1,81.65,83.6,48.9075,-103.2944,CROSBY,38023,"Divide County, North Dakota",1000
4468,USC00323196,-2.9,-1.05,79.7,81.9,48.9081,-103.8056,FORTUNA 1 W,38023,"Divide County, North Dakota",1000
4469,USC00329400,-2.3,-0.8,79.80000000000001,82.1,48.6631,-103.2131,WILDROSE 3NW,38023,"Divide County, North Dakota",1000
4470,USC00322188,2.0,3.25,83.1,85.5,46.8911,-102.8111,DICKINSON EXP STN,38089,"Stark County, North Dakota",1220
4471,USC00327530,7.3,8.4,83.1,85.3,46.8886,-102.3192,RICHARDTON ABBEY,38089,"Stark County, North Dakota",1220
4472,USC00328660,4.1,5.15,84.69999999999999,87.0,46.9989,-102.4761,TAYLOR 7 NNW,38089,"Stark County, North Dakota",1220
4473,USW00024012,5.5,6.7,83.25,85.5,46.7994,-102.7972,THEODORE ROOSEVELT AP,38089,"Stark County, North Dakota",1220
4474,USC00322193,4.0,5.55,83.25,85.5,47.1944,-102.8414,DICKINSON RCH HQ,38025,"Dunn County, North Dakota",1521
4475,USC00322365,0.1,2.1,85.25,88.4,47.3464,-102.5867,DUNN CENTER 1E,38025,"Dunn County, North Dakota",1521
4476,USC00324722,4.5,5.6,83.75,86.6,47.3714,-102.7606,KILLDEER,38025,"Dunn County, North Dakota",1521
4477,USC00322304,-3.5,-1.55,81.3,83.0,48.0475,-100.31,DRAKE 9 NE,38049,"McHenry County, North Dakota",851
4478,USC00323686,1.1,3.4,82.7,85.1,48.2675,-100.8439,GRANVILLE,38049,"McHenry County, North Dakota",851
4479,USC00328792,-4.2,-2.8,82.0,84.0,48.3706,-100.3908,TOWNER 2 NE,38049,"McHenry County, North Dakota",851
4480,USC00328913,-5.6,-3.8,80.8,82.7,48.6147,-100.7264,UPHAM 3 N,38049,"McHenry County, North Dakota",851
4481,USC00328990,-3.8,-1.6,80.9,83.6,48.0797,-100.875,VELVA 3NE,38049,"McHenry County, North Dakota",851
4482,USC00322482,1.8,3.6500000000000004,81.65,84.1,46.3694,-98.7661,EDGELEY 3WNW,38045,"LaMoure County, North Dakota",722
4483,USC00324937,-0.1,2.0,83.55,85.0,46.3547,-98.2928,LA MOURE,38045,"LaMoure County, North Dakota",722
4484,USC00322525,-7.9,-5.85,78.35,79.8,48.4267,-98.47,EDMORE 1NW,38071,"Ramsey County, North Dakota",778
4485,USW00014912,-1.3,0.30000000000000004,79.35,80.8,48.1069,-98.8681,DEVILS LAKE KDLR,38071,"Ramsey County, North Dakota",778
4486,USC00322536,1.3,3.4,83.2,84.8,47.2653,-98.8578,EDMUNDS ARROWWOOD REF,38093,"Stutsman County, North Dakota",847
4487,USC00324418,-0.2,1.85,81.65,83.3,46.8844,-98.685,JAMESTOWN STATE HOSP,38093,"Stutsman County, North Dakota",847
4488,USC00328415,0.7,2.4,80.45,82.9,46.7153,-99.4475,STREETER 5 NW,38093,"Stutsman County, North Dakota",847
4489,USW00014919,-0.2,1.75,81.9,83.6,46.9258,-98.6692,JAMESTOWN MUNI AP,38093,"Stutsman County, North Dakota",847
4490,USC00322605,1.5,2.95,83.05,84.6,46.0108,-98.5261,ELLENDALE,38021,"Dickey County, North Dakota",714
4491,USC00323287,1.3,3.1,82.65,84.0,46.1581,-98.4,FULLERTON 1 ESE,38021,"Dickey County, North Dakota",714
4492,USC00326620,-1.7,0.55,82.85,84.2,46.1458,-98.0919,OAKES,38021,"Dickey County, North Dakota",714
4493,USC00322695,-0.5,1.85,83.75,84.3,46.6167,-97.6383,ENDERLIN 2W,38073,"Ransom County, North Dakota",717
4494,USC00325220,1.0,3.1,83.3,84.0,46.4386,-97.6856,LISBON,38073,"Ransom County, North Dakota",717
4495,USC00322809,5.1,6.05,83.80000000000001,86.2,47.1906,-103.2247,FAIRFIELD,38007,"Billings County, North Dakota",937
4496,USC00325813,2.8,4.1,86.19999999999999,88.4,46.9161,-103.5264,MEDORA,38007,"Billings County, North Dakota",937
4497,USW00094080,6.4,7.9,82.75,84.6,46.8947,-103.3769,MEDORA 7 E,38007,"Billings County, North Dakota",937
4498,USC00322949,0.9,2.5,81.6,83.4,47.6456,-99.6219,FESSENDEN,38103,"Wells County, North Dakota",717
4499,USC00324013,-2.1,-0.25,80.95,82.5,47.8083,-99.8758,HARVEY 4NE,38103,"Wells County, North Dakota",717
4500,USC00324343,-2.4,-0.30000000000000004,80.0,81.6,47.35,-100.0167,HURDSFIELD 8 SW,38103,"Wells County, North Dakota",717
4501,USC00323117,-0.6,1.7999999999999998,82.5,83.9,46.0333,-97.595,FORMAN 5 SSE,38081,"Sargent County, North Dakota",1003
4502,USC00323207,1.6,3.3499999999999996,86.5,88.6,46.05,-100.6667,FT YATES 4 SW,38085,"Sioux County, North Dakota",801
4503,USC00323217,0.0,1.55,82.8,85.3,48.4583,-101.5697,FOXHOLM 7 N,38101,"Ward County, North Dakota",964
4504,USC00324646,-0.1,1.5,80.35,82.2,48.6692,-102.0975,KENMARE 1 WSW,38101,"Ward County, North Dakota",964
4505,USC00325993,0.4,1.95,80.0,82.0,48.1803,-101.2964,MINOT EXP STN,38101,"Ward County, North Dakota",964
4506,USW00024013,3.0,4.75,81.15,83.3,48.2553,-101.2733,MINOT INTL AP,38101,"Ward County, North Dakota",964
4507,USC00323309,1.7,3.4,81.69999999999999,83.1,46.6275,-99.1383,GACKLE,38047,"Logan County, North Dakota",565
4508,USC00326255,0.3,2.05,81.85,83.5,46.5067,-99.7692,NAPOLEON,38047,"Logan County, North Dakota",565
4509,USC00323376,-1.1,0.6499999999999999,81.1,83.1,47.6539,-101.4197,GARRISON,38055,"McLean County, North Dakota",1183
4510,USC00325638,-0.2,1.35,81.45,83.6,47.8214,-101.2922,MAX,38055,"McLean County, North Dakota",1183
4511,USC00327585,1.7,4.45,81.19999999999999,82.4,47.4981,-101.375,RIVERDALE,38055,"McLean County, North Dakota",1183
4512,USC00328840,1.5,3.1,82.25,84.3,47.5214,-100.8883,TURTLE LAKE,38055,"McLean County, North Dakota",1183
4513,USC00328872,0.2,1.85,81.8,84.0,47.455,-101.1461,UNDERWOOD,38055,"McLean County, North Dakota",1183
4514,USC00329195,1.5,3.1500000000000004,82.9,84.9,47.2844,-101.0267,WASHBURN,38055,"McLean County, North Dakota",1183
4515,USC00329455,1.2,2.8,79.80000000000001,81.8,47.1603,-100.7892,WILTON,38055,"McLean County, North Dakota",1183
4516,USW00094041,0.6,1.95,80.69999999999999,83.4,47.6458,-101.4394,GARRISON,38055,"McLean County, North Dakota",1183
4517,USC00323594,-0.8,1.45,81.35,82.7,48.4181,-97.4247,GRAFTON,38099,"Walsh County, North Dakota",780
4518,USC00326857,-0.2,1.75,81.95,83.3,48.4,-97.75,PARK RIVER,38099,"Walsh County, North Dakota",780
